date 20130201, 20high 2703.6,20low 2481.8,10high 2703.6 10low 2565.2,Today high 2753.8, low 2675.2, position 1 , N 45.8372765159
date 20130204, 20high 2753.8,20low 2481.8,10high 2753.8 10low 2572.8,Today high 2768.4, low 2739.2, position 0 , N 47.4754126901
date 20130205, 20high 2768.4,20low 2481.8,10high 2768.4 10low 2572.8,Today high 2809.2, low 2752.2, position 1 , N 46.5616420556
date 20130206, 20high 2809.2,20low 2481.8,10high 2809.2 10low 2572.8,Today high 2814.4, low 2791.8, position 0 , N 47.2235599528
date 20130207, 20high 2814.4,20low 2481.8,10high 2814.4 10low 2572.8,Today high 2808.4, low 2756.8, position 1 , N 46.1723819552
date 20130208, 20high 2814.4,20low 2481.8,10high 2814.4 10low 2581.6,Today high 2830.2, low 2778.8, position 0 , N 46.4437628574
date 20130218, 20high 2830.2,20low 2489.8,10high 2830.2 10low 2590.4,Today high 2800.8, low 2738, position 1 , N 46.6915747146
date 20130219, 20high 2830.2,20low 2528.0,10high 2830.2 10low 2653.6,Today high 2756.8, low 2696.8, position 0 , N 47.4969959788
date 20130220, 20high 2830.2,20low 2528.0,10high 2830.2 10low 2661.2,Today high 2717.4, low 2696, position 0 , N 48.1221461799
date 20130221, 20high 2830.2,20low 2548.6,10high 2830.2 10low 2675.2,Today high 2697.8, low 2590.4, position 0 , N 46.7860388709
date 20130222, 20high 2830.2,20low 2565.2,10high 2830.2 10low 2590.4,Today high 2625.4, low 2593.2, position 0 , N 50.4467369273
date 20130225, 20high 2830.2,20low 2572.8,10high 2830.2 10low 2590.4,Today high 2642, low 2584, position 0 , N 49.534400081
date 20130226, 20high 2830.2,20low 2572.8,10high 2830.2 10low 2584.0,Today high 2638.8, low 2560, position 0 , N 49.9576800769
date 20130226, short price 2572.8
date 20130227, 20high 2830.2,20low 2560.0,10high 2830.2 10low 2560.0,Today high 2622, low 2572.2, position -1 , N 51.3997960731
date 20130228, 20high 2830.2,20low 2560.0,10high 2830.2 10low 2560.0,Today high 2685, low 2597.4, position -1 , N 51.6998062694
date 20130301, 20high 2830.2,20low 2560.0,10high 2830.2 10low 2560.0,Today high 2683, low 2622.4, position 0 , N 53.984815956
date 20130304, 20high 2830.2,20low 2560.0,10high 2800.8 10low 2560.0,Today high 2653, low 2537.4, position 0 , N 54.3155751582
date 20130304, short price 2560.0
date 20130305, 20high 2830.2,20low 2537.4,10high 2756.8 10low 2537.4,Today high 2628, low 2549.6, position -1 , N 58.0597964002
date 20130306, 20high 2830.2,20low 2537.4,10high 2717.4 10low 2537.4,Today high 2664, low 2621, position -1 , N 59.1568065802
date 20130307, 20high 2830.2,20low 2537.4,10high 2697.8 10low 2537.4,Today high 2659.4, low 2588.2, position -1 , N 58.5989662512
date 20130308, 20high 2830.2,20low 2537.4,10high 2685.0 10low 2537.4,Today high 2637.8, low 2602, position -1 , N 59.2290179387
date 20130311, 20high 2830.2,20low 2537.4,10high 2685.0 10low 2537.4,Today high 2619.2, low 2569, position -1 , N 58.0575670417
date 20130312, 20high 2830.2,20low 2537.4,10high 2685.0 10low 2537.4,Today high 2624, low 2526.2, position -1 , N 57.6646886896
date 20130313, 20high 2830.2,20low 2526.2,10high 2685.0 10low 2526.2,Today high 2555.4, low 2510, position -1 , N 59.6714542552
date 20130314, 20high 2830.2,20low 2510.0,10high 2685.0 10low 2510.0,Today high 2557.6, low 2507.6, position -1 , N 58.9578815424
date 20130315, 20high 2830.2,20low 2507.6,10high 2683.0 10low 2507.6,Today high 2615.8, low 2503.4, position -1 , N 58.5099874653
date 20130318, 20high 2800.8,20low 2503.4,10high 2664.0 10low 2503.4,Today high 2555, low 2501, position -1 , N 61.204488092
date 20130319, 20high 2756.8,20low 2501.0,10high 2664.0 10low 2501.0,Today high 2544, low 2497, position -1 , N 60.8442636874
date 20130320, 20high 2717.4,20low 2497.0,10high 2664.0 10low 2497.0,Today high 2613.2, low 2525.8, position -1 , N 60.152050503
date 20130321, 20high 2697.8,20low 2497.0,10high 2659.4 10low 2497.0,Today high 2633, low 2604, position -1 , N 61.5144479779
date 20130322, 20high 2685.0,20low 2497.0,10high 2637.8 10low 2497.0,Today high 2634.8, low 2607.6, position 0 , N 59.888725579
date 20130325, 20high 2685.0,20low 2497.0,10high 2634.8 10low 2497.0,Today high 2652.8, low 2609, position 0 , N 58.2542893001
date 20130326, 20high 2685.0,20low 2497.0,10high 2652.8 10low 2497.0,Today high 2617.4, low 2553, position 0 , N 57.531574835
date 20130327, 20high 2685.0,20low 2497.0,10high 2652.8 10low 2497.0,Today high 2617.8, low 2562, position 0 , N 58.1349960933
date 20130328, 20high 2685.0,20low 2497.0,10high 2652.8 10low 2497.0,Today high 2566.8, low 2492.6, position 0 , N 58.0182462886
date 20130328, short price 2497.0
date 20130329, 20high 2683.0,20low 2492.6,10high 2652.8 10low 2492.6,Today high 2515.4, low 2482, position -1 , N 59.1673339742
date 20130401, 20high 2664.0,20low 2482.0,10high 2652.8 10low 2482.0,Today high 2512.2, low 2471.2, position -1 , N 57.8789672755
date 20130402, 20high 2664.0,20low 2471.2,10high 2652.8 10low 2471.2,Today high 2529, low 2467, position -1 , N 57.0350189117
date 20130403, 20high 2664.0,20low 2467.0,10high 2652.8 10low 2467.0,Today high 2515, low 2474.4, position -1 , N 57.2832679661
date 20130408, 20high 2659.4,20low 2467.0,10high 2652.8 10low 2467.0,Today high 2478, low 2435.2, position -1 , N 56.4491045678
date 20130409, 20high 2652.8,20low 2435.2,10high 2652.8 10low 2435.2,Today high 2511.6, low 2471, position -1 , N 55.7966493394
date 20130410, 20high 2652.8,20low 2435.2,10high 2652.8 10low 2435.2,Today high 2491.2, low 2464, position -1 , N 55.3968168725
date 20130411, 20high 2652.8,20low 2435.2,10high 2617.8 10low 2435.2,Today high 2512, low 2465.4, position -1 , N 53.9869760288
date 20130412, 20high 2652.8,20low 2435.2,10high 2617.8 10low 2435.2,Today high 2482, low 2454, position -1 , N 53.6176272274
date 20130415, 20high 2652.8,20low 2435.2,10high 2566.8 10low 2435.2,Today high 2463.8, low 2422.6, position -1 , N 52.336745866
date 20130416, 20high 2652.8,20low 2422.6,10high 2529.0 10low 2422.6,Today high 2457.6, low 2417.2, position -1 , N 51.7799085727
date 20130417, 20high 2652.8,20low 2417.2,10high 2529.0 10low 2417.2,Today high 2459.6, low 2428.2, position -1 , N 51.2109131441
date 20130418, 20high 2652.8,20low 2417.2,10high 2529.0 10low 2417.2,Today high 2472.4, low 2416, position -1 , N 50.2203674869
date 20130419, 20high 2652.8,20low 2416.0,10high 2515.0 10low 2416.0,Today high 2547.4, low 2461, position -1 , N 50.5293491125
date 20130422, 20high 2652.8,20low 2416.0,10high 2547.4 10low 2416.0,Today high 2543, low 2521, position 0 , N 52.8528816569
date 20130423, 20high 2652.8,20low 2416.0,10high 2547.4 10low 2416.0,Today high 2540.8, low 2440.8, position 0 , N 51.3102375741
date 20130424, 20high 2652.8,20low 2416.0,10high 2547.4 10low 2416.0,Today high 2514.4, low 2443.6, position 0 , N 53.7447256954
date 20130425, 20high 2617.8,20low 2416.0,10high 2547.4 10low 2416.0,Today high 2507.8, low 2450.4, position 0 , N 54.5974894106
date 20130426, 20high 2617.8,20low 2416.0,10high 2547.4 10low 2416.0,Today high 2490, low 2430.6, position 0 , N 54.7376149401
date 20130502, 20high 2566.8,20low 2416.0,10high 2547.4 10low 2416.0,Today high 2446.6, low 2415, position 0 , N 54.9707341931
date 20130502, short price 2416.0
date 20130503, 20high 2547.4,20low 2415.0,10high 2547.4 10low 2415.0,Today high 2521.2, low 2447.2, position -1 , N 53.8021974834
date 20130506, 20high 2547.4,20low 2415.0,10high 2547.4 10low 2415.0,Today high 2527.8, low 2492.4, position -1 , N 55.2020876092
date 20130507, 20high 2547.4,20low 2415.0,10high 2547.4 10low 2415.0,Today high 2531.6, low 2495, position 0 , N 54.5019832288
date 20130508, 20high 2547.4,20low 2415.0,10high 2547.4 10low 2415.0,Today high 2563, low 2525.6, position 0 , N 53.6068840673
date 20130509, 20high 2563.0,20low 2415.0,10high 2563.0 10low 2415.0,Today high 2542, low 2502.2, position 1 , N 52.826539864
date 20130510, 20high 2563.0,20low 2415.0,10high 2563.0 10low 2415.0,Today high 2545.6, low 2508, position 1 , N 52.2152128708
date 20130513, 20high 2563.0,20low 2415.0,10high 2563.0 10low 2415.0,Today high 2544.8, low 2505.8, position 1 , N 51.4844522272
date 20130514, 20high 2563.0,20low 2415.0,10high 2563.0 10low 2415.0,Today high 2522.8, low 2461.6, position 1 , N 50.8602296159
date 20130515, 20high 2563.0,20low 2415.0,10high 2563.0 10low 2415.0,Today high 2497.2, low 2480.2, position 0 , N 51.3772181351
date 20130516, 20high 2563.0,20low 2415.0,10high 2563.0 10low 2415.0,Today high 2549.8, low 2480, position 0 , N 49.6583572283
date 20130517, 20high 2563.0,20low 2415.0,10high 2563.0 10low 2447.2,Today high 2593.2, low 2528.6, position 0 , N 50.6654393669
date 20130520, 20high 2593.2,20low 2415.0,10high 2593.2 10low 2461.6,Today high 2622.8, low 2583.4, position 1 , N 51.3621673986
date 20130521, 20high 2622.8,20low 2415.0,10high 2622.8 10low 2461.6,Today high 2612.2, low 2589.2, position 1 , N 50.8640590286
date 20130522, 20high 2622.8,20low 2415.0,10high 2622.8 10low 2461.6,Today high 2622.8, low 2598.4, position 1 , N 49.4708560772
date 20130523, 20high 2622.8,20low 2415.0,10high 2622.8 10low 2461.6,Today high 2620, low 2568.6, position 1 , N 48.2173132733
date 20130524, 20high 2622.8,20low 2415.0,10high 2622.8 10low 2461.6,Today high 2609.4, low 2565.6, position 1 , N 48.3764476097
date 20130527, 20high 2622.8,20low 2415.0,10high 2622.8 10low 2461.6,Today high 2608, low 2579.2, position 0 , N 48.1476252292
date 20130528, 20high 2622.8,20low 2415.0,10high 2622.8 10low 2461.6,Today high 2641.4, low 2573, position 0 , N 47.1802439677
date 20130529, 20high 2641.4,20low 2415.0,10high 2641.4 10low 2480.0,Today high 2662.6, low 2631.2, position 1 , N 48.2412317693
date 20130530, 20high 2662.6,20low 2415.0,10high 2662.6 10low 2480.0,Today high 2644.4, low 2620.4, position 1 , N 47.3991701809
date 20130531, 20high 2662.6,20low 2447.2,10high 2662.6 10low 2528.6,Today high 2647.8, low 2598.2, position 1 , N 46.2292116718
date 20130603, 20high 2662.6,20low 2461.6,10high 2662.6 10low 2565.6,Today high 2626, low 2596.8, position 0 , N 46.3977510882
date 20130604, 20high 2662.6,20low 2461.6,10high 2662.6 10low 2565.6,Today high 2591.8, low 2544, position 0 , N 45.5378635338
date 20130605, 20high 2662.6,20low 2461.6,10high 2662.6 10low 2544.0,Today high 2560, low 2538, position 0 , N 46.2609703571
date 20130606, 20high 2662.6,20low 2461.6,10high 2662.6 10low 2538.0,Today high 2551, low 2523.8, position 0 , N 45.0479218393
date 20130607, 20high 2662.6,20low 2461.6,10high 2662.6 10low 2523.8,Today high 2533, low 2460.4, position 0 , N 44.1555257473
date 20130607, short price 2461.6
date 20130613, 20high 2662.6,20low 2460.4,10high 2662.6 10low 2460.4,Today high 2450.6, low 2358, position -1 , N 45.57774946
date 20130614, 20high 2662.6,20low 2358.0,10high 2662.6 10low 2358.0,Today high 2399.6, low 2379, position -1 , N 48.768861987
date 20130617, 20high 2662.6,20low 2358.0,10high 2662.6 10low 2358.0,Today high 2412.8, low 2380, position -1 , N 47.5504188876
date 20130618, 20high 2662.6,20low 2358.0,10high 2647.8 10low 2358.0,Today high 2401, low 2362.2, position -1 , N 46.8128979432
date 20130619, 20high 2662.6,20low 2358.0,10high 2647.8 10low 2358.0,Today high 2392.8, low 2336.6, position -1 , N 46.4122530461
date 20130620, 20high 2662.6,20low 2336.6,10high 2626.0 10low 2336.6,Today high 2368, low 2306.8, position -1 , N 46.9816403938
date 20130621, 20high 2662.6,20low 2306.8,10high 2591.8 10low 2306.8,Today high 2315, low 2263.2, position -1 , N 48.1825583741
date 20130624, 20high 2662.6,20low 2263.2,10high 2560.0 10low 2263.2,Today high 2291.4, low 2131, position -1 , N 48.4534304554
date 20130625, 20high 2662.6,20low 2131.0,10high 2551.0 10low 2131.0,Today high 2147.8, low 1996, position -1 , N 54.3007589326
date 20130626, 20high 2662.6,20low 1996.0,10high 2533.0 10low 1996.0,Today high 2151, low 2093.6, position -1 , N 59.175720986
date 20130627, 20high 2662.6,20low 1996.0,10high 2450.6 10low 1996.0,Today high 2180, low 2095, position -1 , N 59.0869349367
date 20130628, 20high 2662.6,20low 1996.0,10high 2412.8 10low 1996.0,Today high 2217.8, low 2098, position -1 , N 60.3825881898
date 20130701, 20high 2662.6,20low 1996.0,10high 2412.8 10low 1996.0,Today high 2173.8, low 2106.8, position -1 , N 63.3534587803
date 20130702, 20high 2647.8,20low 1996.0,10high 2401.0 10low 1996.0,Today high 2173.4, low 2133, position -1 , N 63.5357858413
date 20130703, 20high 2647.8,20low 1996.0,10high 2392.8 10low 1996.0,Today high 2162.6, low 2109.6, position -1 , N 62.3789965493
date 20130704, 20high 2626.0,20low 1996.0,10high 2368.0 10low 1996.0,Today high 2203, low 2122.2, position -1 , N 61.9100467218
date 20130705, 20high 2591.8,20low 1996.0,10high 2315.0 10low 1996.0,Today high 2205, low 2170.2, position -1 , N 62.8545443857
date 20130708, 20high 2560.0,20low 1996.0,10high 2291.4 10low 1996.0,Today high 2165, low 2104, position -1 , N 61.4518171664
date 20130709, 20high 2551.0,20low 1996.0,10high 2217.8 10low 1996.0,Today high 2144, low 2122.8, position -1 , N 61.8592263081
date 20130710, 20high 2533.0,20low 1996.0,10high 2217.8 10low 2093.6,Today high 2207, low 2112, position -1 , N 59.8262649927
date 20130711, 20high 2450.6,20low 1996.0,10high 2217.8 10low 2095.0,Today high 2360.8, low 2211, position -1 , N 61.5849517431
date 20130712, 20high 2412.8,20low 1996.0,10high 2360.8 10low 2098.0,Today high 2325.6, low 2255, position 0 , N 66.3457041559
date 20130715, 20high 2412.8,20low 1996.0,10high 2360.8 10low 2104.0,Today high 2342, low 2266, position 0 , N 66.5584189481
date 20130716, 20high 2401.0,20low 1996.0,10high 2360.8 10low 2104.0,Today high 2311.8, low 2261.2, position 0 , N 67.0304980007
date 20130717, 20high 2392.8,20low 1996.0,10high 2360.8 10low 2104.0,Today high 2325.8, low 2275.6, position 0 , N 66.2089731007
date 20130718, 20high 2368.0,20low 1996.0,10high 2360.8 10low 2104.0,Today high 2268.8, low 2213, position 0 , N 65.4085244456
date 20130719, 20high 2360.8,20low 1996.0,10high 2360.8 10low 2104.0,Today high 2244.4, low 2148.8, position 0 , N 65.6080982234
date 20130722, 20high 2360.8,20low 1996.0,10high 2360.8 10low 2104.0,Today high 2181.4, low 2124, position 0 , N 67.1076933122
date 20130723, 20high 2360.8,20low 1996.0,10high 2360.8 10low 2112.0,Today high 2269.2, low 2171.6, position 0 , N 66.6223086466
date 20130724, 20high 2360.8,20low 2093.6,10high 2360.8 10low 2112.0,Today high 2242.8, low 2171.2, position 0 , N 68.3511932143
date 20130725, 20high 2360.8,20low 2095.0,10high 2360.8 10low 2124.0,Today high 2259.8, low 2191, position 0 , N 68.5236335535
date 20130726, 20high 2360.8,20low 2098.0,10high 2342.0 10low 2124.0,Today high 2218.2, low 2171.6, position 0 , N 68.5374518759
date 20130729, 20high 2360.8,20low 2104.0,10high 2342.0 10low 2124.0,Today high 2169.8, low 2126.4, position 0 , N 67.4405792821
date 20130730, 20high 2360.8,20low 2104.0,10high 2325.8 10low 2124.0,Today high 2212, low 2144.2, position 0 , N 67.348550318
date 20130731, 20high 2360.8,20low 2104.0,10high 2325.8 10low 2124.0,Today high 2224, low 2162, position 0 , N 67.3711228021
date 20130801, 20high 2360.8,20low 2104.0,10high 2269.2 10low 2124.0,Today high 2246, low 2173.6, position 0 , N 67.102566662
date 20130802, 20high 2360.8,20low 2104.0,10high 2269.2 10low 2124.0,Today high 2271.6, low 2229.2, position 0 , N 67.7974383289
date 20130805, 20high 2360.8,20low 2104.0,10high 2271.6 10low 2124.0,Today high 2274.4, low 2228.8, position 0 , N 66.5275664124
date 20130806, 20high 2360.8,20low 2112.0,10high 2274.4 10low 2126.4,Today high 2299, low 2241.8, position 0 , N 65.4811880918
date 20130807, 20high 2360.8,20low 2112.0,10high 2299.0 10low 2126.4,Today high 2310, low 2256.2, position 0 , N 65.0671286872
date 20130808, 20high 2360.8,20low 2124.0,10high 2310.0 10low 2126.4,Today high 2296, low 2254.8, position 0 , N 64.5037722529
date 20130809, 20high 2342.0,20low 2124.0,10high 2310.0 10low 2126.4,Today high 2297.8, low 2235.4, position 0 , N 63.3385836402
date 20130812, 20high 2342.0,20low 2124.0,10high 2310.0 10low 2126.4,Today high 2358.8, low 2289.4, position 0 , N 63.2916544582
date 20130813, 20high 2358.8,20low 2124.0,10high 2358.8 10low 2144.2,Today high 2362, low 2338.4, position 1 , N 63.6570717353
date 20130814, 20high 2362.0,20low 2124.0,10high 2362.0 10low 2162.0,Today high 2389.8, low 2336, position 1 , N 61.6542181485
date 20130815, 20high 2389.8,20low 2124.0,10high 2389.8 10low 2173.6,Today high 2359.6, low 2314.4, position 1 , N 61.2615072411
date 20130816, 20high 2389.8,20low 2124.0,10high 2389.8 10low 2228.8,Today high 2408, low 2283, position 1 , N 60.458431879
date 20130819, 20high 2408.0,20low 2124.0,10high 2408.0 10low 2228.8,Today high 2356.2, low 2278, position 0 , N 63.6855102851
date 20130820, 20high 2408.0,20low 2126.4,10high 2408.0 10low 2235.4,Today high 2367.6, low 2310.2, position 0 , N 64.4112347708
date 20130821, 20high 2408.0,20low 2126.4,10high 2408.0 10low 2235.4,Today high 2339.8, low 2301.2, position 0 , N 64.0606730323
date 20130822, 20high 2408.0,20low 2126.4,10high 2408.0 10low 2235.4,Today high 2345, low 2305.6, position 0 , N 62.7876393807
date 20130823, 20high 2408.0,20low 2126.4,10high 2408.0 10low 2235.4,Today high 2344.6, low 2258, position 0 , N 61.6182574116
date 20130826, 20high 2408.0,20low 2126.4,10high 2408.0 10low 2258.0,Today high 2354.6, low 2298.4, position 0 , N 62.8673445411
date 20130827, 20high 2408.0,20low 2144.2,10high 2408.0 10low 2258.0,Today high 2358, low 2330.6, position 0 , N 62.943977314
date 20130828, 20high 2408.0,20low 2162.0,10high 2408.0 10low 2258.0,Today high 2358, low 2306.2, position 0 , N 61.1667784483
date 20130829, 20high 2408.0,20low 2173.6,10high 2408.0 10low 2258.0,Today high 2353.8, low 2308, position 0 , N 60.6984395259
date 20130830, 20high 2408.0,20low 2228.8,10high 2408.0 10low 2258.0,Today high 2338.8, low 2302.6, position 0 , N 59.9535175496
date 20130902, 20high 2408.0,20low 2228.8,10high 2367.6 10low 2258.0,Today high 2338, low 2303.4, position 0 , N 58.7658416721
date 20130903, 20high 2408.0,20low 2235.4,10high 2367.6 10low 2258.0,Today high 2363, low 2331.6, position 0 , N 57.5575495885
date 20130904, 20high 2408.0,20low 2235.4,10high 2363.0 10low 2258.0,Today high 2361.6, low 2350.2, position 0 , N 56.2496721091
date 20130905, 20high 2408.0,20low 2235.4,10high 2363.0 10low 2258.0,Today high 2359, low 2340, position 0 , N 54.0071885036
date 20130906, 20high 2408.0,20low 2235.4,10high 2363.0 10low 2258.0,Today high 2365.6, low 2340.4, position 0 , N 52.2568290785
date 20130909, 20high 2408.0,20low 2258.0,10high 2365.6 10low 2298.4,Today high 2451, low 2369.8, position 0 , N 50.9039876245
date 20130910, 20high 2451.0,20low 2258.0,10high 2451.0 10low 2302.6,Today high 2477.2, low 2435.6, position 1 , N 52.7787882433
date 20130911, 20high 2477.2,20low 2258.0,10high 2477.2 10low 2302.6,Today high 2501, low 2471.8, position 1 , N 52.2198488311
date 20130912, 20high 2501.0,20low 2258.0,10high 2501.0 10low 2302.6,Today high 2527.4, low 2474.4, position 1 , N 51.0688563896
date 20130913, 20high 2527.4,20low 2258.0,10high 2527.4 10low 2302.6,Today high 2514.8, low 2486.8, position 1 , N 51.1654135701
date 20130916, 20high 2527.4,20low 2258.0,10high 2527.4 10low 2303.4,Today high 2515, low 2479.4, position 1 , N 50.0071428916
date 20130917, 20high 2527.4,20low 2258.0,10high 2527.4 10low 2331.6,Today high 2485.8, low 2438.6, position 1 , N 49.286785747
date 20130918, 20high 2527.4,20low 2258.0,10high 2527.4 10low 2340.0,Today high 2448.2, low 2413.8, position 0 , N 49.1824464597
date 20130923, 20high 2527.4,20low 2258.0,10high 2527.4 10low 2340.0,Today high 2483.8, low 2428, position 0 , N 48.4433241367
date 20130924, 20high 2527.4,20low 2258.0,10high 2527.4 10low 2340.4,Today high 2474, low 2421.2, position 0 , N 48.8111579298
date 20130925, 20high 2527.4,20low 2298.4,10high 2527.4 10low 2369.8,Today high 2461.2, low 2428.4, position 0 , N 49.0106000334
date 20130926, 20high 2527.4,20low 2302.6,10high 2527.4 10low 2413.8,Today high 2434.2, low 2383.4, position 0 , N 48.2000700317
date 20130927, 20high 2527.4,20low 2302.6,10high 2527.4 10low 2383.4,Today high 2403, low 2380.8, position 0 , N 48.3600665301
date 20130930, 20high 2527.4,20low 2302.6,10high 2527.4 10low 2380.8,Today high 2424.6, low 2395, position 0 , N 47.0520632036
date 20131008, 20high 2527.4,20low 2302.6,10high 2515.0 10low 2380.8,Today high 2449, low 2390.4, position 0 , N 46.1794600434
date 20131009, 20high 2527.4,20low 2303.4,10high 2515.0 10low 2380.8,Today high 2457.8, low 2426.6, position 0 , N 46.8004870412
date 20131010, 20high 2527.4,20low 2331.6,10high 2485.8 10low 2380.8,Today high 2462, low 2417, position 0 , N 46.0204626892
date 20131011, 20high 2527.4,20low 2340.0,10high 2483.8 10low 2380.8,Today high 2473.4, low 2436.2, position 0 , N 45.9694395547
date 20131014, 20high 2527.4,20low 2340.0,10high 2483.8 10low 2380.8,Today high 2478.2, low 2460.4, position 0 , N 45.890967577
date 20131015, 20high 2527.4,20low 2340.4,10high 2478.2 10low 2380.8,Today high 2479.2, low 2443, position 0 , N 44.4864191981
date 20131016, 20high 2527.4,20low 2369.8,10high 2479.2 10low 2380.8,Today high 2459, low 2410.2, position 0 , N 44.0720982382
date 20131017, 20high 2527.4,20low 2380.8,10high 2479.2 10low 2380.8,Today high 2439.6, low 2408.2, position 0 , N 44.4284933263
date 20131018, 20high 2527.4,20low 2380.8,10high 2479.2 10low 2380.8,Today high 2433, low 2401.2, position 0 , N 43.77706866
date 20131021, 20high 2527.4,20low 2380.8,10high 2479.2 10low 2390.4,Today high 2474.6, low 2414, position 0 , N 43.178215227
date 20131022, 20high 2515.0,20low 2380.8,10high 2479.2 10low 2390.4,Today high 2471.4, low 2433.8, position 0 , N 44.0493044657
date 20131023, 20high 2515.0,20low 2380.8,10high 2479.2 10low 2401.2,Today high 2475.6, low 2409.2, position 0 , N 43.7268392424
date 20131024, 20high 2485.8,20low 2380.8,10high 2479.2 10low 2401.2,Today high 2424.8, low 2395.4, position 0 , N 44.8604972803
date 20131025, 20high 2483.8,20low 2380.8,10high 2479.2 10low 2395.4,Today high 2412.6, low 2347.2, position 0 , N 44.0874724162
date 20131025, short price 2380.8
date 20131028, 20high 2483.8,20low 2347.2,10high 2479.2 10low 2347.2,Today high 2374, low 2348.6, position -1 , N 45.1530987954
date 20131029, 20high 2479.2,20low 2347.2,10high 2479.2 10low 2347.2,Today high 2405.8, low 2328.8, position -1 , N 44.1654438557
date 20131030, 20high 2479.2,20low 2328.8,10high 2475.6 10low 2328.8,Today high 2400.8, low 2361.4, position -1 , N 45.8071716629
date 20131031, 20high 2479.2,20low 2328.8,10high 2475.6 10low 2328.8,Today high 2391, low 2365.2, position -1 , N 45.4868130797
date 20131101, 20high 2479.2,20low 2328.8,10high 2475.6 10low 2328.8,Today high 2398.4, low 2366.2, position -1 , N 44.5424724257
date 20131104, 20high 2479.2,20low 2328.8,10high 2475.6 10low 2328.8,Today high 2409.8, low 2374.6, position -1 , N 43.9253488045
date 20131105, 20high 2479.2,20low 2328.8,10high 2475.6 10low 2328.8,Today high 2389.6, low 2343.8, position -1 , N 43.4890813642
date 20131106, 20high 2479.2,20low 2328.8,10high 2475.6 10low 2328.8,Today high 2384.6, low 2347.8, position -1 , N 43.604627296
date 20131107, 20high 2479.2,20low 2328.8,10high 2424.8 10low 2328.8,Today high 2359.2, low 2332.6, position -1 , N 43.2643959312
date 20131108, 20high 2479.2,20low 2328.8,10high 2412.6 10low 2328.8,Today high 2348.8, low 2307.4, position -1 , N 42.4311761347
date 20131111, 20high 2479.2,20low 2307.4,10high 2409.8 10low 2307.4,Today high 2325.6, low 2295.4, position -1 , N 42.4096173279
date 20131112, 20high 2479.2,20low 2295.4,10high 2409.8 10low 2295.4,Today high 2346, low 2317.4, position -1 , N 41.7991364615
date 20131113, 20high 2475.6,20low 2295.4,10high 2409.8 10low 2295.4,Today high 2329.4, low 2291.8, position -1 , N 41.1391796385
date 20131114, 20high 2475.6,20low 2291.8,10high 2409.8 10low 2291.8,Today high 2307.6, low 2285.4, position -1 , N 41.1222206565
date 20131115, 20high 2475.6,20low 2285.4,10high 2409.8 10low 2285.4,Today high 2381.6, low 2300.2, position -1 , N 40.1761096237
date 20131118, 20high 2475.6,20low 2285.4,10high 2409.8 10low 2285.4,Today high 2433, low 2366, position -1 , N 42.2373041425
date 20131119, 20high 2475.6,20low 2285.4,10high 2433.0 10low 2285.4,Today high 2432.6, low 2416, position 0 , N 44.5554389354
date 20131120, 20high 2475.6,20low 2285.4,10high 2433.0 10low 2285.4,Today high 2454.4, low 2417.4, position 0 , N 43.1576669886
date 20131121, 20high 2454.4,20low 2285.4,10high 2454.4 10low 2285.4,Today high 2440, low 2398.4, position 0 , N 42.8497836392
date 20131122, 20high 2454.4,20low 2285.4,10high 2454.4 10low 2285.4,Today high 2443, low 2407.4, position 0 , N 42.9272944572
date 20131125, 20high 2454.4,20low 2285.4,10high 2454.4 10low 2285.4,Today high 2433.8, low 2391.2, position 0 , N 42.5609297344
date 20131126, 20high 2454.4,20low 2285.4,10high 2454.4 10low 2285.4,Today high 2414.6, low 2393.2, position 0 , N 42.5628832477
date 20131127, 20high 2454.4,20low 2285.4,10high 2454.4 10low 2285.4,Today high 2444, low 2393, position 0 , N 41.5047390853
date 20131128, 20high 2454.4,20low 2285.4,10high 2454.4 10low 2285.4,Today high 2485.6, low 2434, position 0 , N 41.979502131
date 20131129, 20high 2485.6,20low 2285.4,10high 2485.6 10low 2300.2,Today high 2468.4, low 2452.8, position 1 , N 42.5805270245
date 20131202, 20high 2485.6,20low 2285.4,10high 2485.6 10low 2366.0,Today high 2487, low 2422.4, position 1 , N 41.2315006732
date 20131203, 20high 2487.0,20low 2285.4,10high 2487.0 10low 2391.2,Today high 2472.2, low 2434, position 0 , N 42.3999256396
date 20131204, 20high 2487.0,20low 2285.4,10high 2487.0 10low 2391.2,Today high 2509.2, low 2455.6, position 0 , N 42.1899293576
date 20131205, 20high 2509.2,20low 2285.4,10high 2509.2 10low 2391.2,Today high 2499.8, low 2483.4, position 1 , N 42.7604328897
date 20131206, 20high 2509.2,20low 2285.4,10high 2509.2 10low 2391.2,Today high 2486, low 2461, position 1 , N 41.4424112452
date 20131209, 20high 2509.2,20low 2285.4,10high 2509.2 10low 2391.2,Today high 2493, low 2464, position 1 , N 40.980290683
date 20131210, 20high 2509.2,20low 2285.4,10high 2509.2 10low 2393.0,Today high 2482, low 2461.6, position 1 , N 40.3812761488
date 20131211, 20high 2509.2,20low 2285.4,10high 2509.2 10low 2393.0,Today high 2463.6, low 2414.8, position 1 , N 39.3822123414
date 20131212, 20high 2509.2,20low 2285.4,10high 2509.2 10low 2414.8,Today high 2433.8, low 2417.4, position 0 , N 40.0131017243
