date 20131122, 20high 3663.0,20low 3525.0,10high 3662.0 10low 3572.0,Today high 3624.0, low 3601.0, position 0 , N 33.0596506133
date 20131125, 20high 3663.0,20low 3525.0,10high 3658.0 10low 3572.0,Today high 3631.0, low 3605.0, position 0 , N 32.5566680826
date 20131126, 20high 3663.0,20low 3527.0,10high 3658.0 10low 3572.0,Today high 3665.0, low 3625.0, position 0 , N 32.2788346785
date 20131127, 20high 3665.0,20low 3553.0,10high 3665.0 10low 3572.0,Today high 3653.0, low 3636.0, position 1 , N 32.7148929446
date 20131128, 20high 3665.0,20low 3572.0,10high 3665.0 10low 3572.0,Today high 3671.0, low 3636.0, position 1 , N 31.9291482974
date 20131129, 20high 3671.0,20low 3572.0,10high 3671.0 10low 3572.0,Today high 3669.0, low 3653.0, position 1 , N 32.0826908825
date 20131202, 20high 3671.0,20low 3572.0,10high 3671.0 10low 3572.0,Today high 3691.0, low 3662.0, position 1 , N 31.2785563384
date 20131203, 20high 3691.0,20low 3572.0,10high 3691.0 10low 3573.0,Today high 3703.0, low 3682.0, position 1 , N 31.2646285214
date 20131204, 20high 3703.0,20low 3572.0,10high 3703.0 10low 3598.0,Today high 3721.0, low 3702.0, position 1 , N 30.7513970954
date 20131205, 20high 3721.0,20low 3572.0,10high 3721.0 10low 3598.0,Today high 3712.0, low 3689.0, position 1 , N 30.1638272406
date 20131206, 20high 3721.0,20low 3572.0,10high 3721.0 10low 3601.0,Today high 3697.0, low 3680.0, position 1 , N 29.8056358786
date 20131209, 20high 3721.0,20low 3572.0,10high 3721.0 10low 3605.0,Today high 3720.0, low 3697.0, position 1 , N 29.1653540846
date 20131210, 20high 3721.0,20low 3572.0,10high 3721.0 10low 3625.0,Today high 3731.0, low 3705.0, position 1 , N 28.9070863804
date 20131211, 20high 3731.0,20low 3572.0,10high 3731.0 10low 3636.0,Today high 3738.0, low 3692.0, position 1 , N 28.7617320614
date 20131212, 20high 3738.0,20low 3572.0,10high 3738.0 10low 3636.0,Today high 3745.0, low 3725.0, position 1 , N 29.6236454583
date 20131213, 20high 3745.0,20low 3572.0,10high 3745.0 10low 3653.0,Today high 3728.0, low 3667.0, position 1 , N 29.1424631854
date 20131216, 20high 3745.0,20low 3572.0,10high 3745.0 10low 3662.0,Today high 3698.0, low 3673.0, position 0 , N 30.7353400261
date 20131217, 20high 3745.0,20low 3573.0,10high 3745.0 10low 3667.0,Today high 3693.0, low 3669.0, position 0 , N 30.4485730248
date 20131218, 20high 3745.0,20low 3598.0,10high 3745.0 10low 3667.0,Today high 3670.0, low 3652.0, position 0 , N 30.1261443736
date 20131219, 20high 3745.0,20low 3598.0,10high 3745.0 10low 3652.0,Today high 3678.0, low 3651.0, position 0 , N 29.5198371549
date 20131220, 20high 3745.0,20low 3601.0,10high 3745.0 10low 3651.0,Today high 3672.0, low 3636.0, position 0 , N 29.3938452972
date 20131223, 20high 3745.0,20low 3605.0,10high 3745.0 10low 3636.0,Today high 3633.0, low 3613.0, position 0 , N 29.7241530323
date 20131224, 20high 3745.0,20low 3613.0,10high 3745.0 10low 3613.0,Today high 3642.0, low 3618.0, position 0 , N 29.4879453807
date 20131225, 20high 3745.0,20low 3613.0,10high 3745.0 10low 3613.0,Today high 3649.0, low 3604.0, position 0 , N 29.2135481117
date 20131225, short price 3613.0
date 20131226, 20high 3745.0,20low 3604.0,10high 3745.0 10low 3604.0,Today high 3623.0, low 3596.0, position -1 , N 30.0028707061
date 20131227, 20high 3745.0,20low 3596.0,10high 3728.0 10low 3596.0,Today high 3635.0, low 3610.0, position -1 , N 29.8527271708
date 20131230, 20high 3745.0,20low 3596.0,10high 3698.0 10low 3596.0,Today high 3641.0, low 3586.0, position -1 , N 29.6100908122
date 20131231, 20high 3745.0,20low 3586.0,10high 3693.0 10low 3586.0,Today high 3610.0, low 3580.0, position -1 , N 30.8795862716
date 20140102, 20high 3745.0,20low 3580.0,10high 3678.0 10low 3580.0,Today high 3612.0, low 3584.0, position -1 , N 30.835606958
date 20140103, 20high 3745.0,20low 3580.0,10high 3678.0 10low 3580.0,Today high 3609.0, low 3553.0, position -1 , N 30.6938266101
date 20140106, 20high 3745.0,20low 3553.0,10high 3672.0 10low 3553.0,Today high 3564.0, low 3539.0, position -1 , N 32.0591352796
date 20140107, 20high 3745.0,20low 3539.0,10high 3649.0 10low 3539.0,Today high 3545.0, low 3489.0, position -1 , N 31.7561785156
date 20140108, 20high 3745.0,20low 3489.0,10high 3649.0 10low 3489.0,Today high 3506.0, low 3476.0, position -1 , N 32.9683695899
date 20140109, 20high 3745.0,20low 3476.0,10high 3649.0 10low 3476.0,Today high 3513.0, low 3479.0, position -1 , N 32.8199511104
date 20140110, 20high 3745.0,20low 3476.0,10high 3641.0 10low 3476.0,Today high 3521.0, low 3469.0, position -1 , N 32.8789535549
date 20140113, 20high 3728.0,20low 3469.0,10high 3641.0 10low 3469.0,Today high 3517.0, low 3477.0, position -1 , N 33.8350058771
date 20140114, 20high 3698.0,20low 3469.0,10high 3641.0 10low 3469.0,Today high 3519.0, low 3482.0, position -1 , N 34.1432555833
date 20140115, 20high 3693.0,20low 3469.0,10high 3612.0 10low 3469.0,Today high 3530.0, low 3505.0, position -1 , N 34.2860928041
date 20140116, 20high 3678.0,20low 3469.0,10high 3612.0 10low 3469.0,Today high 3532.0, low 3500.0, position -1 , N 33.8217881639
date 20140117, 20high 3678.0,20low 3469.0,10high 3609.0 10low 3469.0,Today high 3504.0, low 3478.0, position -1 , N 33.7306987557
date 20140120, 20high 3672.0,20low 3469.0,10high 3564.0 10low 3469.0,Today high 3502.0, low 3471.0, position -1 , N 33.5441638179
date 20140121, 20high 3649.0,20low 3469.0,10high 3545.0 10low 3469.0,Today high 3469.0, low 3431.0, position -1 , N 33.416955627
date 20140122, 20high 3649.0,20low 3431.0,10high 3532.0 10low 3431.0,Today high 3462.0, low 3427.0, position -1 , N 33.9461078457
date 20140123, 20high 3649.0,20low 3427.0,10high 3532.0 10low 3427.0,Today high 3490.0, low 3445.0, position -1 , N 33.9988024534
date 20140124, 20high 3641.0,20low 3427.0,10high 3532.0 10low 3427.0,Today high 3513.0, low 3470.0, position -1 , N 34.5488623307
date 20140127, 20high 3641.0,20low 3427.0,10high 3532.0 10low 3427.0,Today high 3504.0, low 3486.0, position -1 , N 34.9714192142
date 20140128, 20high 3641.0,20low 3427.0,10high 3532.0 10low 3427.0,Today high 3494.0, low 3460.0, position -1 , N 34.5728482535
date 20140129, 20high 3612.0,20low 3427.0,10high 3532.0 10low 3427.0,Today high 3480.0, low 3449.0, position -1 , N 34.8942058408
date 20140130, 20high 3612.0,20low 3427.0,10high 3532.0 10low 3427.0,Today high 3491.0, low 3464.0, position -1 , N 34.6994955488
date 20140207, 20high 3609.0,20low 3427.0,10high 3513.0 10low 3427.0,Today high 3477.0, low 3431.0, position -1 , N 34.3145207713
date 20140210, 20high 3564.0,20low 3427.0,10high 3513.0 10low 3427.0,Today high 3458.0, low 3412.0, position -1 , N 35.1987947327
date 20140211, 20high 3545.0,20low 3412.0,10high 3513.0 10low 3412.0,Today high 3456.0, low 3417.0, position -1 , N 35.7388549961
date 20140212, 20high 3532.0,20low 3412.0,10high 3513.0 10low 3412.0,Today high 3434.0, low 3413.0, position -1 , N 35.9019122463
date 20140213, 20high 3532.0,20low 3412.0,10high 3513.0 10low 3412.0,Today high 3444.0, low 3415.0, position -1 , N 35.156816634
date 20140214, 20high 3532.0,20low 3412.0,10high 3513.0 10low 3412.0,Today high 3452.0, low 3429.0, position -1 , N 34.8489758023
date 20140217, 20high 3532.0,20low 3412.0,10high 3504.0 10low 3412.0,Today high 3498.0, low 3453.0, position -1 , N 34.2565270122
date 20140218, 20high 3532.0,20low 3412.0,10high 3498.0 10low 3412.0,Today high 3503.0, low 3465.0, position -1 , N 34.8937006616
date 20140219, 20high 3532.0,20low 3412.0,10high 3503.0 10low 3412.0,Today high 3491.0, low 3472.0, position 0 , N 35.0490156285
date 20140220, 20high 3532.0,20low 3412.0,10high 3503.0 10low 3412.0,Today high 3476.0, low 3434.0, position 0 , N 34.2465648471
date 20140221, 20high 3513.0,20low 3412.0,10high 3503.0 10low 3412.0,Today high 3445.0, low 3429.0, position 0 , N 34.6842366047
date 20140224, 20high 3513.0,20low 3412.0,10high 3503.0 10low 3412.0,Today high 3429.0, low 3361.0, position 0 , N 33.7500247745
date 20140224, short price 3412.0
date 20140225, 20high 3513.0,20low 3361.0,10high 3503.0 10low 3361.0,Today high 3388.0, low 3345.0, position -1 , N 35.5125235358
date 20140226, 20high 3513.0,20low 3345.0,10high 3503.0 10low 3345.0,Today high 3377.0, low 3350.0, position -1 , N 35.886897359
date 20140227, 20high 3513.0,20low 3345.0,10high 3503.0 10low 3345.0,Today high 3398.0, low 3362.0, position -1 , N 35.442552491
date 20140228, 20high 3513.0,20low 3345.0,10high 3503.0 10low 3345.0,Today high 3396.0, low 3349.0, position -1 , N 35.4704248665
date 20140303, 20high 3504.0,20low 3345.0,10high 3503.0 10low 3345.0,Today high 3385.0, low 3351.0, position -1 , N 36.0469036231
date 20140304, 20high 3503.0,20low 3345.0,10high 3503.0 10low 3345.0,Today high 3383.0, low 3346.0, position -1 , N 35.944558442
date 20140305, 20high 3503.0,20low 3345.0,10high 3491.0 10low 3345.0,Today high 3396.0, low 3354.0, position -1 , N 35.9973305199
date 20140306, 20high 3503.0,20low 3345.0,10high 3476.0 10low 3345.0,Today high 3379.0, low 3351.0, position -1 , N 36.2974639939
date 20140307, 20high 3503.0,20low 3345.0,10high 3445.0 10low 3345.0,Today high 3358.0, low 3290.0, position -1 , N 36.0325907942
date 20140310, 20high 3503.0,20low 3290.0,10high 3429.0 10low 3290.0,Today high 3258.0, low 3194.0, position -1 , N 37.6309612545
date 20140311, 20high 3503.0,20low 3194.0,10high 3398.0 10low 3194.0,Today high 3232.0, low 3140.0, position -1 , N 41.1494131918
date 20140312, 20high 3503.0,20low 3140.0,10high 3398.0 10low 3140.0,Today high 3236.0, low 3122.0, position -1 , N 43.6919425322
date 20140313, 20high 3503.0,20low 3122.0,10high 3398.0 10low 3122.0,Today high 3263.0, low 3222.0, position -1 , N 47.2073454056
date 20140314, 20high 3503.0,20low 3122.0,10high 3396.0 10low 3122.0,Today high 3254.0, low 3201.0, position -1 , N 46.8969781353
date 20140317, 20high 3503.0,20low 3122.0,10high 3396.0 10low 3122.0,Today high 3261.0, low 3210.0, position -1 , N 47.6021292285
date 20140318, 20high 3503.0,20low 3122.0,10high 3396.0 10low 3122.0,Today high 3261.0, low 3210.0, position -1 , N 47.7720227671
date 20140319, 20high 3491.0,20low 3122.0,10high 3396.0 10low 3122.0,Today high 3250.0, low 3214.0, position -1 , N 47.9334216287
date 20140320, 20high 3476.0,20low 3122.0,10high 3379.0 10low 3122.0,Today high 3272.0, low 3226.0, position -1 , N 47.3367505473
date 20140321, 20high 3445.0,20low 3122.0,10high 3358.0 10low 3122.0,Today high 3249.0, low 3208.0, position -1 , N 47.2699130199
date 20140324, 20high 3429.0,20low 3122.0,10high 3272.0 10low 3122.0,Today high 3223.0, low 3191.0, position -1 , N 46.9564173689
date 20140325, 20high 3398.0,20low 3122.0,10high 3272.0 10low 3122.0,Today high 3309.0, low 3211.0, position -1 , N 46.2085965005
date 20140326, 20high 3398.0,20low 3122.0,10high 3309.0 10low 3122.0,Today high 3285.0, low 3260.0, position 0 , N 48.7981666755
date 20140327, 20high 3398.0,20low 3122.0,10high 3309.0 10low 3191.0,Today high 3293.0, low 3251.0, position 0 , N 47.7082583417
date 20140328, 20high 3396.0,20low 3122.0,10high 3309.0 10low 3191.0,Today high 3307.0, low 3268.0, position 0 , N 47.4228454246
date 20140331, 20high 3396.0,20low 3122.0,10high 3309.0 10low 3191.0,Today high 3343.0, low 3307.0, position 0 , N 47.0017031534
date 20140401, 20high 3396.0,20low 3122.0,10high 3343.0 10low 3191.0,Today high 3334.0, low 3314.0, position 0 , N 46.6016179957
date 20140402, 20high 3396.0,20low 3122.0,10high 3343.0 10low 3191.0,Today high 3349.0, low 3314.0, position 0 , N 45.2715370959
date 20140403, 20high 3379.0,20low 3122.0,10high 3349.0 10low 3191.0,Today high 3341.0, low 3310.0, position 0 , N 44.7579602411
date 20140404, 20high 3358.0,20low 3122.0,10high 3349.0 10low 3191.0,Today high 3375.0, low 3333.0, position 0 , N 44.0700622291
date 20140408, 20high 3375.0,20low 3122.0,10high 3375.0 10low 3191.0,Today high 3423.0, low 3381.0, position 1 , N 43.9665591176
date 20140409, 20high 3423.0,20low 3122.0,10high 3423.0 10low 3211.0,Today high 3417.0, low 3380.0, position 1 , N 44.4182311617
date 20140410, 20high 3423.0,20low 3122.0,10high 3423.0 10low 3251.0,Today high 3404.0, low 3368.0, position 1 , N 44.0473196037
date 20140411, 20high 3423.0,20low 3191.0,10high 3423.0 10low 3251.0,Today high 3376.0, low 3354.0, position 1 , N 43.6449536235
date 20140414, 20high 3423.0,20low 3191.0,10high 3423.0 10low 3268.0,Today high 3394.0, low 3349.0, position 0 , N 42.5627059423
date 20140415, 20high 3423.0,20low 3191.0,10high 3423.0 10low 3307.0,Today high 3370.0, low 3337.0, position 0 , N 42.6845706452
date 20140416, 20high 3423.0,20low 3191.0,10high 3423.0 10low 3310.0,Today high 3361.0, low 3325.0, position 0 , N 42.2003421129
date 20140417, 20high 3423.0,20low 3191.0,10high 3423.0 10low 3310.0,Today high 3343.0, low 3326.0, position 0 , N 42.3403250073
date 20140418, 20high 3423.0,20low 3191.0,10high 3423.0 10low 3310.0,Today high 3325.0, low 3239.0, position 0 , N 41.0733087569
date 20140421, 20high 3423.0,20low 3191.0,10high 3423.0 10low 3239.0,Today high 3262.0, low 3237.0, position 0 , N 43.3696433191
date 20140422, 20high 3423.0,20low 3191.0,10high 3423.0 10low 3237.0,Today high 3256.0, low 3214.0, position 0 , N 42.4511611531
date 20140423, 20high 3423.0,20low 3211.0,10high 3417.0 10low 3214.0,Today high 3271.0, low 3220.0, position 0 , N 42.4286030955
date 20140424, 20high 3423.0,20low 3214.0,10high 3404.0 10low 3214.0,Today high 3292.0, low 3265.0, position 0 , N 42.8571729407
date 20140425, 20high 3423.0,20low 3214.0,10high 3394.0 10low 3214.0,Today high 3298.0, low 3270.0, position 0 , N 42.0643142937
date 20140428, 20high 3423.0,20low 3214.0,10high 3394.0 10low 3214.0,Today high 3264.0, low 3218.0, position 0 , N 41.361098579
date 20140429, 20high 3423.0,20low 3214.0,10high 3370.0 10low 3214.0,Today high 3262.0, low 3226.0, position 0 , N 42.34304365
date 20140430, 20high 3423.0,20low 3214.0,10high 3361.0 10low 3214.0,Today high 3251.0, low 3220.0, position 0 , N 42.0258914675
date 20140505, 20high 3423.0,20low 3214.0,10high 3343.0 10low 3214.0,Today high 3243.0, low 3192.0, position 0 , N 41.4745968941
date 20140505, short price 3214.0
date 20140506, 20high 3423.0,20low 3192.0,10high 3325.0 10low 3192.0,Today high 3247.0, low 3215.0, position -1 , N 41.9508670494
date 20140507, 20high 3423.0,20low 3192.0,10high 3298.0 10low 3192.0,Today high 3229.0, low 3190.0, position -1 , N 41.453323697
date 20140508, 20high 3423.0,20low 3190.0,10high 3298.0 10low 3190.0,Today high 3198.0, low 3169.0, position -1 , N 41.3306575121
date 20140509, 20high 3417.0,20low 3169.0,10high 3298.0 10low 3169.0,Today high 3184.0, low 3155.0, position -1 , N 40.7141246365
date 20140512, 20high 3404.0,20low 3155.0,10high 3298.0 10low 3155.0,Today high 3190.0, low 3150.0, position -1 , N 40.1284184047
date 20140513, 20high 3394.0,20low 3150.0,10high 3298.0 10low 3150.0,Today high 3198.0, low 3161.0, position -1 , N 40.1219974845
date 20140514, 20high 3394.0,20low 3150.0,10high 3264.0 10low 3150.0,Today high 3178.0, low 3160.0, position -1 , N 39.9658976102
date 20140515, 20high 3370.0,20low 3150.0,10high 3262.0 10low 3150.0,Today high 3172.0, low 3130.0, position -1 , N 38.8676027297
date 20140516, 20high 3361.0,20low 3130.0,10high 3251.0 10low 3130.0,Today high 3130.0, low 3064.0, position -1 , N 39.0242225932
date 20140519, 20high 3343.0,20low 3064.0,10high 3247.0 10low 3064.0,Today high 3106.0, low 3072.0, position -1 , N 40.4230114636
date 20140520, 20high 3325.0,20low 3064.0,10high 3247.0 10low 3064.0,Today high 3085.0, low 3063.0, position -1 , N 40.1018608904
date 20140521, 20high 3298.0,20low 3063.0,10high 3229.0 10low 3063.0,Today high 3089.0, low 3056.0, position -1 , N 39.1967678459
date 20140522, 20high 3298.0,20low 3056.0,10high 3198.0 10low 3056.0,Today high 3117.0, low 3075.0, position -1 , N 38.8869294536
date 20140523, 20high 3298.0,20low 3056.0,10high 3198.0 10low 3056.0,Today high 3097.0, low 3080.0, position -1 , N 39.0425829809
date 20140526, 20high 3298.0,20low 3056.0,10high 3198.0 10low 3056.0,Today high 3149.0, low 3094.0, position -1 , N 37.9404538319
date 20140527, 20high 3298.0,20low 3056.0,10high 3198.0 10low 3056.0,Today high 3157.0, low 3129.0, position -1 , N 39.0934311403
date 20140528, 20high 3264.0,20low 3056.0,10high 3178.0 10low 3056.0,Today high 3145.0, low 3103.0, position -1 , N 38.5387595832
date 20140529, 20high 3262.0,20low 3056.0,10high 3172.0 10low 3056.0,Today high 3126.0, low 3108.0, position -1 , N 38.7118216041
date 20140530, 20high 3251.0,20low 3056.0,10high 3157.0 10low 3056.0,Today high 3106.0, low 3051.0, position -1 , N 37.6762305239
date 20140603, 20high 3247.0,20low 3051.0,10high 3157.0 10low 3051.0,Today high 3072.0, low 3044.0, position -1 , N 38.7924189977
date 20140604, 20high 3247.0,20low 3044.0,10high 3157.0 10low 3044.0,Today high 3071.0, low 3054.0, position -1 , N 38.2527980478
date 20140605, 20high 3229.0,20low 3044.0,10high 3157.0 10low 3044.0,Today high 3080.0, low 3039.0, position -1 , N 37.1901581454
date 20140606, 20high 3198.0,20low 3039.0,10high 3157.0 10low 3039.0,Today high 3087.0, low 3064.0, position -1 , N 37.3806502381
date 20140609, 20high 3198.0,20low 3039.0,10high 3157.0 10low 3039.0,Today high 3087.0, low 3062.0, position -1 , N 36.6616177262
date 20140610, 20high 3198.0,20low 3039.0,10high 3157.0 10low 3039.0,Today high 3082.0, low 3048.0, position -1 , N 36.0785368399
date 20140611, 20high 3198.0,20low 3039.0,10high 3157.0 10low 3039.0,Today high 3074.0, low 3050.0, position -1 , N 35.9746099979
date 20140612, 20high 3178.0,20low 3039.0,10high 3145.0 10low 3039.0,Today high 3052.0, low 3031.0, position -1 , N 35.375879498
date 20140613, 20high 3172.0,20low 3031.0,10high 3126.0 10low 3031.0,Today high 3050.0, low 3019.0, position -1 , N 34.6570855231
date 20140616, 20high 3157.0,20low 3019.0,10high 3106.0 10low 3019.0,Today high 3028.0, low 3005.0, position -1 , N 34.474231247
date 20140617, 20high 3157.0,20low 3005.0,10high 3087.0 10low 3005.0,Today high 3029.0, low 2999.0, position -1 , N 34.1005196846
date 20140618, 20high 3157.0,20low 2999.0,10high 3087.0 10low 2999.0,Today high 3032.0, low 3011.0, position -1 , N 33.8954937004
date 20140619, 20high 3157.0,20low 2999.0,10high 3087.0 10low 2999.0,Today high 3028.0, low 3010.0, position -1 , N 33.2507190154
date 20140620, 20high 3157.0,20low 2999.0,10high 3087.0 10low 2999.0,Today high 3052.0, low 3006.0, position -1 , N 32.4881830646
date 20140623, 20high 3157.0,20low 2999.0,10high 3087.0 10low 2999.0,Today high 3080.0, low 3049.0, position -1 , N 33.1637739114
date 20140624, 20high 3157.0,20low 2999.0,10high 3082.0 10low 2999.0,Today high 3072.0, low 3053.0, position -1 , N 33.0555852158
date 20140625, 20high 3157.0,20low 2999.0,10high 3080.0 10low 2999.0,Today high 3088.0, low 3067.0, position -1 , N 32.552805955
date 20140626, 20high 3145.0,20low 2999.0,10high 3088.0 10low 2999.0,Today high 3121.0, low 3087.0, position 0 , N 31.9751656573
date 20140627, 20high 3126.0,20low 2999.0,10high 3121.0 10low 2999.0,Today high 3123.0, low 3089.0, position 0 , N 32.3264073744
date 20140630, 20high 3123.0,20low 2999.0,10high 3123.0 10low 2999.0,Today high 3091.0, low 3072.0, position 0 , N 32.4100870057
date 20140701, 20high 3123.0,20low 2999.0,10high 3123.0 10low 2999.0,Today high 3089.0, low 3064.0, position 0 , N 31.7395826554
date 20140702, 20high 3123.0,20low 2999.0,10high 3123.0 10low 3006.0,Today high 3104.0, low 3052.0, position 0 , N 31.4026035226
date 20140703, 20high 3123.0,20low 2999.0,10high 3123.0 10low 3006.0,Today high 3121.0, low 3091.0, position 0 , N 32.4324733465
date 20140704, 20high 3123.0,20low 2999.0,10high 3123.0 10low 3006.0,Today high 3107.0, low 3085.0, position 0 , N 32.3108496792
date 20140707, 20high 3123.0,20low 2999.0,10high 3123.0 10low 3049.0,Today high 3106.0, low 3070.0, position 0 , N 31.7953071952
date 20140708, 20high 3123.0,20low 2999.0,10high 3123.0 10low 3052.0,Today high 3112.0, low 3075.0, position 0 , N 32.0055418355
date 20140709, 20high 3123.0,20low 2999.0,10high 3123.0 10low 3052.0,Today high 3111.0, low 3087.0, position 0 , N 32.2552647437
date 20140710, 20high 3123.0,20low 2999.0,10high 3123.0 10low 3052.0,Today high 3128.0, low 3083.0, position 0 , N 31.8425015065
date 20140711, 20high 3128.0,20low 2999.0,10high 3128.0 10low 3052.0,Today high 3125.0, low 3104.0, position 1 , N 32.5003764312
date 20140714, 20high 3128.0,20low 2999.0,10high 3128.0 10low 3052.0,Today high 3147.0, low 3121.0, position 1 , N 31.9253576096
date 20140715, 20high 3147.0,20low 2999.0,10high 3147.0 10low 3052.0,Today high 3148.0, low 3131.0, position 1 , N 31.6290897291
date 20140716, 20high 3148.0,20low 3006.0,10high 3148.0 10low 3052.0,Today high 3144.0, low 3129.0, position 1 , N 30.8976352427
date 20140717, 20high 3148.0,20low 3006.0,10high 3148.0 10low 3070.0,Today high 3135.0, low 3117.0, position 1 , N 30.1027534805
date 20140718, 20high 3148.0,20low 3006.0,10high 3148.0 10low 3070.0,Today high 3116.0, low 3053.0, position 1 , N 29.4976158065
date 20140721, 20high 3148.0,20low 3049.0,10high 3148.0 10low 3053.0,Today high 3068.0, low 3046.0, position 0 , N 31.2727350162
date 20140721, short price 3049.0
date 20140722, 20high 3148.0,20low 3046.0,10high 3148.0 10low 3046.0,Today high 3066.0, low 3045.0, position -1 , N 30.8090982654
date 20140723, 20high 3148.0,20low 3045.0,10high 3148.0 10low 3045.0,Today high 3054.0, low 3038.0, position -1 , N 30.3186433521
date 20140724, 20high 3148.0,20low 3038.0,10high 3148.0 10low 3038.0,Today high 3059.0, low 3037.0, position -1 , N 29.6027111845
date 20140725, 20high 3148.0,20low 3037.0,10high 3148.0 10low 3037.0,Today high 3058.0, low 3040.0, position -1 , N 29.2225756253
date 20140728, 20high 3148.0,20low 3037.0,10high 3148.0 10low 3037.0,Today high 3086.0, low 3051.0, position -1 , N 28.661446844
date 20140729, 20high 3148.0,20low 3037.0,10high 3148.0 10low 3037.0,Today high 3117.0, low 3081.0, position -1 , N 28.9783745018
date 20140730, 20high 3148.0,20low 3037.0,10high 3144.0 10low 3037.0,Today high 3104.0, low 3077.0, position 0 , N 29.3294557767
date 20140731, 20high 3148.0,20low 3037.0,10high 3135.0 10low 3037.0,Today high 3090.0, low 3072.0, position 0 , N 29.4629829879
date 20140801, 20high 3148.0,20low 3037.0,10high 3117.0 10low 3037.0,Today high 3087.0, low 3060.0, position 0 , N 28.8898338385
date 20140804, 20high 3148.0,20low 3037.0,10high 3117.0 10low 3037.0,Today high 3111.0, low 3068.0, position 0 , N 28.7953421466
date 20140805, 20high 3148.0,20low 3037.0,10high 3117.0 10low 3037.0,Today high 3126.0, low 3102.0, position 0 , N 29.5055750392
date 20140806, 20high 3148.0,20low 3037.0,10high 3126.0 10low 3037.0,Today high 3125.0, low 3098.0, position 0 , N 29.2302962873
date 20140807, 20high 3148.0,20low 3037.0,10high 3126.0 10low 3037.0,Today high 3129.0, low 3103.0, position 0 , N 29.1187814729
date 20140808, 20high 3148.0,20low 3037.0,10high 3129.0 10low 3040.0,Today high 3109.0, low 3081.0, position 0 , N 28.9628423993
date 20140811, 20high 3148.0,20low 3037.0,10high 3129.0 10low 3051.0,Today high 3102.0, low 3067.0, position 0 , N 28.9147002793
date 20140812, 20high 3148.0,20low 3037.0,10high 3129.0 10low 3060.0,Today high 3073.0, low 3058.0, position 0 , N 29.2189652653
date 20140813, 20high 3144.0,20low 3037.0,10high 3129.0 10low 3058.0,Today high 3076.0, low 3047.0, position 0 , N 28.5080170021
date 20140814, 20high 3135.0,20low 3037.0,10high 3129.0 10low 3047.0,Today high 3051.0, low 3025.0, position 0 , N 28.532616152
date 20140814, short price 3037.0
date 20140815, 20high 3129.0,20low 3025.0,10high 3129.0 10low 3025.0,Today high 3042.0, low 3021.0, position -1 , N 28.4059853444
date 20140818, 20high 3129.0,20low 3021.0,10high 3129.0 10low 3021.0,Today high 3041.0, low 3013.0, position -1 , N 28.0356860772
date 20140819, 20high 3129.0,20low 3013.0,10high 3129.0 10low 3013.0,Today high 3033.0, low 3009.0, position -1 , N 28.0339017733
date 20140820, 20high 3129.0,20low 3009.0,10high 3129.0 10low 3009.0,Today high 3018.0, low 2996.0, position -1 , N 27.8322066846
date 20140821, 20high 3129.0,20low 2996.0,10high 3129.0 10low 2996.0,Today high 3001.0, low 2984.0, position -1 , N 27.6905963504
date 20140822, 20high 3129.0,20low 2984.0,10high 3109.0 10low 2984.0,Today high 3005.0, low 2983.0, position -1 , N 27.1560665329
date 20140825, 20high 3129.0,20low 2983.0,10high 3102.0 10low 2983.0,Today high 2982.0, low 2966.0, position -1 , N 26.8982632062
date 20140826, 20high 3129.0,20low 2966.0,10high 3076.0 10low 2966.0,Today high 2993.0, low 2969.0, position -1 , N 26.7533500459
date 20140827, 20high 3129.0,20low 2966.0,10high 3076.0 10low 2966.0,Today high 2992.0, low 2968.0, position -1 , N 26.6156825436
date 20140828, 20high 3129.0,20low 2966.0,10high 3051.0 10low 2966.0,Today high 2972.0, low 2930.0, position -1 , N 26.4848984164
date 20140829, 20high 3129.0,20low 2930.0,10high 3042.0 10low 2930.0,Today high 2948.0, low 2929.0, position -1 , N 27.2606534956
date 20140901, 20high 3129.0,20low 2929.0,10high 3041.0 10low 2929.0,Today high 2943.0, low 2916.0, position -1 , N 26.8476208208
date 20140902, 20high 3129.0,20low 2916.0,10high 3033.0 10low 2916.0,Today high 2930.0, low 2899.0, position -1 , N 26.8552397798
date 20140903, 20high 3129.0,20low 2899.0,10high 3018.0 10low 2899.0,Today high 2907.0, low 2856.0, position -1 , N 27.0624777908
date 20140904, 20high 3129.0,20low 2856.0,10high 3005.0 10low 2856.0,Today high 2866.0, low 2841.0, position -1 , N 28.5593539013
date 20140905, 20high 3109.0,20low 2841.0,10high 3005.0 10low 2841.0,Today high 2849.0, low 2830.0, position -1 , N 28.3813862062
date 20140909, 20high 3102.0,20low 2830.0,10high 2993.0 10low 2830.0,Today high 2834.0, low 2771.0, position -1 , N 27.9123168959
date 20140910, 20high 3076.0,20low 2771.0,10high 2993.0 10low 2771.0,Today high 2813.0, low 2729.0, position -1 , N 29.8667010511
date 20140911, 20high 3076.0,20low 2729.0,10high 2992.0 10low 2729.0,Today high 2787.0, low 2752.0, position -1 , N 32.5733659985
date 20140912, 20high 3051.0,20low 2729.0,10high 2972.0 10low 2729.0,Today high 2794.0, low 2756.0, position -1 , N 32.6946976986
date 20140915, 20high 3042.0,20low 2729.0,10high 2948.0 10low 2729.0,Today high 2835.0, low 2805.0, position -1 , N 32.9599628137
date 20140916, 20high 3041.0,20low 2729.0,10high 2943.0 10low 2729.0,Today high 2837.0, low 2786.0, position -1 , N 33.411964673
